recipe_id,title,recipe_name,user_id,user_name,views,recommendations,scraps,cooking_method,situation,ingredients,category,description,ingredients_detail,servings,difficulty,cooking_time,registered_date,image_url,original_recipe_id,cooking_time_minutes,difficulty_level,popularity_score,category_encoded
90,맛있는 소고기 요리 91,맛있는 소고기 요리 91,user_86,요리사47,3021,4462,710,굽기,손님접대,"소고기, 양파, 마늘",국/탕,맛있는 소고기 요리 91 레시피,소고기 300g,2인분,중급,20분,2025-11-15,https://example.com/recipe_1000090.jpg,1000090,20,2,0.4400824170356059,0
91,맛있는 소고기 요리 92,맛있는 소고기 요리 92,user_99,요리사60,19746,2868,932,굽기,간편식,"소고기, 양파, 마늘",샐러드,맛있는 소고기 요리 92 레시피,소고기 300g,4인분,고급,20분,2025-09-14,https://example.com/recipe_1000091.jpg,1000091,20,3,0.5561937458207261,3
92,맛있는 생선 요리 93,맛있는 생선 요리 93,user_39,요리사51,28970,2375,713,찌기,손님접대,"생선, 양파, 마늘",샐러드,맛있는 생선 요리 93 레시피,생선 300g,2인분,고급,10분,2025-01-14,https://example.com/recipe_1000092.jpg,1000092,10,3,0.575041274243453,3
93,맛있는 계란 요리 94,맛있는 계란 요리 94,user_96,요리사53,9764,112,716,굽기,일상,"계란, 양파, 마늘",볶음,맛있는 계란 요리 94 레시피,계란 300g,4인분,고급,20분,2025-06-12,https://example.com/recipe_1000093.jpg,1000093,20,3,0.2477365522343663,2
94,맛있는 두부 요리 95,맛있는 두부 요리 95,user_24,요리사61,17524,2719,229,볶기,손님접대,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 95 레시피,두부 300g,2인분,고급,20분,2025-10-26,https://example.com/recipe_1000094.jpg,1000094,20,3,0.3842854477104798,3
95,맛있는 두부 요리 96,맛있는 두부 요리 96,user_1,요리사13,40744,3769,652,볶기,간편식,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 96 레시피,두부 300g,2인분,고급,10분,2025-03-19,https://example.com/recipe_1000095.jpg,1000095,10,3,0.7642491072466141,3
96,맛있는 돼지고기 요리 97,맛있는 돼지고기 요리 97,user_27,요리사72,5867,1877,25,찌기,손님접대,"돼지고기, 양파, 마늘",볶음,맛있는 돼지고기 요리 97 레시피,돼지고기 300g,3인분,초급,30분,2025-03-29,https://example.com/recipe_1000096.jpg,1000096,30,1,0.17631495958956375,2
97,맛있는 소고기 요리 98,맛있는 소고기 요리 98,user_96,요리사20,8160,262,598,찌기,일상,"소고기, 양파, 마늘",국/탕,맛있는 소고기 요리 98 레시피,소고기 300g,2인분,초급,60분,2025-03-06,https://example.com/recipe_1000097.jpg,1000097,60,1,0.21706747315588804,0
98,맛있는 돼지고기 요리 99,맛있는 돼지고기 요리 99,user_98,요리사33,14367,2490,542,찌기,손님접대,"돼지고기, 양파, 마늘",메인반찬,맛있는 돼지고기 요리 99 레시피,돼지고기 300g,4인분,중급,20분,2025-11-11,https://example.com/recipe_1000098.jpg,1000098,20,2,0.40162737292240924,1
99,맛있는 두부 요리 100,맛있는 두부 요리 100,user_12,요리사88,36545,3903,733,찌기,간편식,"두부, 양파, 마늘",메인반찬,맛있는 두부 요리 100 레시피,두부 300g,4인분,초급,20분,2025-08-30,https://example.com/recipe_1000099.jpg,1000099,20,1,0.7465010420071352,1
100,맛있는 돼지고기 요리 101,맛있는 돼지고기 요리 101,user_79,요리사21,28452,3247,756,볶기,간편식,"돼지고기, 양파, 마늘",메인반찬,맛있는 돼지고기 요리 101 레시피,돼지고기 300g,3인분,고급,30분,2025-09-12,https://example.com/recipe_1000100.jpg,1000100,30,3,0.6307881210530499,1
101,맛있는 닭고기 요리 102,맛있는 닭고기 요리 102,user_92,요리사54,27241,507,46,굽기,손님접대,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 102 레시피,닭고기 300g,3인분,중급,20분,2025-01-24,https://example.com/recipe_1000101.jpg,1000101,20,2,0.31213186011051564,3
102,맛있는 두부 요리 103,맛있는 두부 요리 103,user_74,요리사70,35526,1988,962,찌기,간편식,"두부, 양파, 마늘",찌개,맛있는 두부 요리 103 레시피,두부 300g,4인분,중급,60분,2025-06-19,https://example.com/recipe_1000102.jpg,1000102,60,2,0.6672534220746165,5
103,맛있는 닭고기 요리 104,맛있는 닭고기 요리 104,user_90,요리사20,11303,4453,569,찌기,일상,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 104 레시피,닭고기 300g,2인분,고급,20분,2025-06-10,https://example.com/recipe_1000103.jpg,1000103,20,3,0.4941623571846259,3
104,맛있는 소고기 요리 105,맛있는 소고기 요리 105,user_64,요리사75,44224,1377,21,찌기,일상,"소고기, 양파, 마늘",찌개,맛있는 소고기 요리 105 레시피,소고기 300g,3인분,고급,10분,2025-12-11,https://example.com/recipe_1000104.jpg,1000104,10,3,0.5292146169445359,5
105,맛있는 닭고기 요리 106,맛있는 닭고기 요리 106,user_50,요리사88,34597,2432,892,굽기,일상,"닭고기, 양파, 마늘",일품,맛있는 닭고기 요리 106 레시피,닭고기 300g,4인분,초급,60분,2025-01-13,https://example.com/recipe_1000105.jpg,1000105,60,1,0.6705862483863132,4
106,맛있는 닭고기 요리 107,맛있는 닭고기 요리 107,user_96,요리사12,42228,4334,780,찌기,간편식,"닭고기, 양파, 마늘",찌개,맛있는 닭고기 요리 107 레시피,닭고기 300g,2인분,고급,20분,2025-09-23,https://example.com/recipe_1000106.jpg,1000106,20,3,0.8386197801883271,5
107,맛있는 닭고기 요리 108,맛있는 닭고기 요리 108,user_3,요리사65,30840,650,64,굽기,일상,"닭고기, 양파, 마늘",볶음,맛있는 닭고기 요리 108 레시피,닭고기 300g,2인분,고급,30분,2025-11-01,https://example.com/recipe_1000107.jpg,1000107,30,3,0.3603177044759783,2
108,맛있는 돼지고기 요리 109,맛있는 돼지고기 요리 109,user_50,요리사61,8493,4555,954,굽기,간편식,"돼지고기, 양파, 마늘",일품,맛있는 돼지고기 요리 109 레시피,돼지고기 300g,3인분,중급,30분,2025-07-19,https://example.com/recipe_1000108.jpg,1000108,30,2,0.5492498770122383,4
109,맛있는 생선 요리 110,맛있는 생선 요리 110,user_76,요리사97,24732,2550,740,볶기,간편식,"생선, 양파, 마늘",일품,맛있는 생선 요리 110 레시피,생선 300g,3인분,고급,20분,2025-01-03,https://example.com/recipe_1000109.jpg,1000109,20,3,0.5485522655480641,4
110,맛있는 생선 요리 111,맛있는 생선 요리 111,user_75,요리사96,43788,1900,117,굽기,손님접대,"생선, 양파, 마늘",국/탕,맛있는 생선 요리 111 레시피,생선 300g,4인분,고급,30분,2025-02-10,https://example.com/recipe_1000110.jpg,1000110,30,3,0.5754523532595677,0
111,맛있는 생선 요리 112,맛있는 생선 요리 112,user_21,요리사48,15945,302,588,굽기,간편식,"생선, 양파, 마늘",일품,맛있는 생선 요리 112 레시피,생선 300g,3인분,중급,20분,2025-01-06,https://example.com/recipe_1000111.jpg,1000111,20,2,0.2953419491564069,4
112,맛있는 닭고기 요리 113,맛있는 닭고기 요리 113,user_13,요리사79,2452,2132,113,찌기,일상,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 113 레시피,닭고기 300g,2인분,초급,20분,2025-10-13,https://example.com/recipe_1000112.jpg,1000112,20,1,0.1750709622580987,3
113,맛있는 돼지고기 요리 114,맛있는 돼지고기 요리 114,user_76,요리사60,36126,3622,295,찌기,일상,"돼지고기, 양파, 마늘",메인반찬,맛있는 돼지고기 요리 114 레시피,돼지고기 300g,3인분,중급,30분,2025-01-03,https://example.com/recipe_1000113.jpg,1000113,30,2,0.6377619292349189,1
114,맛있는 돼지고기 요리 115,맛있는 돼지고기 요리 115,user_28,요리사94,46019,4958,889,굽기,간편식,"돼지고기, 양파, 마늘",일품,맛있는 돼지고기 요리 115 레시피,돼지고기 300g,4인분,중급,60분,2025-02-01,https://example.com/recipe_1000114.jpg,1000114,60,2,0.9358044957940355,4
115,맛있는 돼지고기 요리 116,맛있는 돼지고기 요리 116,user_47,요리사73,14811,533,173,굽기,일상,"돼지고기, 양파, 마늘",볶음,맛있는 돼지고기 요리 116 레시피,돼지고기 300g,4인분,중급,60분,2025-03-29,https://example.com/recipe_1000115.jpg,1000115,60,2,0.21477500916197395,2
116,맛있는 계란 요리 117,맛있는 계란 요리 117,user_40,요리사42,25233,548,671,굽기,일상,"계란, 양파, 마늘",샐러드,맛있는 계란 요리 117 레시피,계란 300g,3인분,중급,10분,2025-02-12,https://example.com/recipe_1000116.jpg,1000116,10,2,0.4196301557136033,3
117,맛있는 계란 요리 118,맛있는 계란 요리 118,user_13,요리사100,23788,4952,627,굽기,손님접대,"계란, 양파, 마늘",국/탕,맛있는 계란 요리 118 레시피,계란 300g,4인분,중급,60분,2025-02-02,https://example.com/recipe_1000117.jpg,1000117,60,2,0.6606064322338063,0
118,맛있는 계란 요리 119,맛있는 계란 요리 119,user_30,요리사67,33382,3302,887,볶기,간편식,"계란, 양파, 마늘",일품,맛있는 계란 요리 119 레시피,계란 300g,2인분,중급,10분,2025-08-20,https://example.com/recipe_1000118.jpg,1000118,10,2,0.7096311149802945,4
119,맛있는 닭고기 요리 120,맛있는 닭고기 요리 120,user_60,요리사12,46271,2897,965,찌기,손님접대,"닭고기, 양파, 마늘",일품,맛있는 닭고기 요리 120 레시피,닭고기 300g,4인분,중급,10분,2025-07-14,https://example.com/recipe_1000119.jpg,1000119,10,2,0.8298805681006617,4
120,맛있는 닭고기 요리 121,맛있는 닭고기 요리 121,user_48,요리사36,35141,4176,156,찌기,간편식,"닭고기, 양파, 마늘",일품,맛있는 닭고기 요리 121 레시피,닭고기 300g,4인분,중급,30분,2025-12-11,https://example.com/recipe_1000120.jpg,1000120,30,2,0.6333207512680439,4
121,맛있는 돼지고기 요리 122,맛있는 돼지고기 요리 122,user_68,요리사23,26912,1546,378,볶기,손님접대,"돼지고기, 양파, 마늘",찌개,맛있는 돼지고기 요리 122 레시피,돼지고기 300g,4인분,고급,10분,2025-02-09,https://example.com/recipe_1000121.jpg,1000121,10,3,0.43764720759652875,5
122,맛있는 닭고기 요리 123,맛있는 닭고기 요리 123,user_39,요리사5,46299,275,274,볶기,일상,"닭고기, 양파, 마늘",볶음,맛있는 닭고기 요리 123 레시피,닭고기 300g,2인분,고급,20분,2025-09-22,https://example.com/recipe_1000122.jpg,1000122,20,3,0.5345023249947024,2
123,맛있는 계란 요리 124,맛있는 계란 요리 124,user_38,요리사16,12258,1124,73,볶기,간편식,"계란, 양파, 마늘",볶음,맛있는 계란 요리 124 레시피,계란 300g,4인분,고급,10분,2025-08-05,https://example.com/recipe_1000123.jpg,1000123,10,3,0.20467630598968212,2
124,맛있는 두부 요리 125,맛있는 두부 요리 125,user_43,요리사21,15711,4111,722,굽기,손님접대,"두부, 양파, 마늘",일품,맛있는 두부 요리 125 레시피,두부 300g,3인분,중급,20분,2025-04-23,https://example.com/recipe_1000124.jpg,1000124,20,2,0.5483679801126377,4
125,맛있는 돼지고기 요리 126,맛있는 돼지고기 요리 126,user_80,요리사15,307,3928,799,굽기,손님접대,"돼지고기, 양파, 마늘",메인반찬,맛있는 돼지고기 요리 126 레시피,돼지고기 300g,2인분,고급,10분,2025-08-20,https://example.com/recipe_1000125.jpg,1000125,10,3,0.3987110041149726,1
126,맛있는 계란 요리 127,맛있는 계란 요리 127,user_94,요리사53,3460,2611,481,찌기,일상,"계란, 양파, 마늘",볶음,맛있는 계란 요리 127 레시피,계란 300g,4인분,고급,10분,2025-07-10,https://example.com/recipe_1000126.jpg,1000126,10,3,0.28756806429741666,2
127,맛있는 돼지고기 요리 128,맛있는 돼지고기 요리 128,user_7,요리사96,13845,4485,154,찌기,손님접대,"돼지고기, 양파, 마늘",국/탕,맛있는 돼지고기 요리 128 레시피,돼지고기 300g,2인분,중급,10분,2025-03-10,https://example.com/recipe_1000127.jpg,1000127,10,2,0.4384279198410943,0
128,맛있는 두부 요리 129,맛있는 두부 요리 129,user_6,요리사68,19271,2907,915,볶기,간편식,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 129 레시피,두부 300g,3인분,중급,30분,2025-09-03,https://example.com/recipe_1000128.jpg,1000128,30,2,0.550378726868036,3
129,맛있는 돼지고기 요리 130,맛있는 돼지고기 요리 130,user_39,요리사38,14409,3571,548,볶기,간편식,"돼지고기, 양파, 마늘",샐러드,맛있는 돼지고기 요리 130 레시피,돼지고기 300g,2인분,초급,30분,2025-08-27,https://example.com/recipe_1000129.jpg,1000129,30,1,0.46810871697217893,3
130,맛있는 소고기 요리 131,맛있는 소고기 요리 131,user_88,요리사17,3685,785,100,찌기,간편식,"소고기, 양파, 마늘",국/탕,맛있는 소고기 요리 131 레시피,소고기 300g,4인분,초급,30분,2025-07-13,https://example.com/recipe_1000130.jpg,1000130,30,1,0.10398255328132887,0
131,맛있는 계란 요리 132,맛있는 계란 요리 132,user_23,요리사71,36740,3458,85,굽기,간편식,"계란, 양파, 마늘",찌개,맛있는 계란 요리 132 레시피,계란 300g,3인분,중급,10분,2025-11-10,https://example.com/recipe_1000131.jpg,1000131,10,2,0.5920219755029021,5
132,맛있는 두부 요리 133,맛있는 두부 요리 133,user_25,요리사19,12070,3500,174,굽기,간편식,"두부, 양파, 마늘",일품,맛있는 두부 요리 133 레시피,두부 300g,4인분,고급,30분,2025-01-31,https://example.com/recipe_1000132.jpg,1000132,30,3,0.3655758867925004,4
133,맛있는 생선 요리 134,맛있는 생선 요리 134,user_96,요리사97,8360,4115,838,찌기,손님접대,"생선, 양파, 마늘",샐러드,맛있는 생선 요리 134 레시피,생선 300g,2인분,고급,20분,2025-07-17,https://example.com/recipe_1000133.jpg,1000133,20,3,0.4982962014352147,3
134,맛있는 돼지고기 요리 135,맛있는 돼지고기 요리 135,user_69,요리사79,26252,2627,856,찌기,손님접대,"돼지고기, 양파, 마늘",국/탕,맛있는 돼지고기 요리 135 레시피,돼지고기 300g,3인분,고급,60분,2025-10-04,https://example.com/recipe_1000134.jpg,1000134,60,3,0.591600658529005,0
135,맛있는 소고기 요리 136,맛있는 소고기 요리 136,user_92,요리사54,11900,4276,251,굽기,손님접대,"소고기, 양파, 마늘",국/탕,맛있는 소고기 요리 136 레시피,소고기 300g,3인분,초급,10분,2025-10-20,https://example.com/recipe_1000135.jpg,1000135,10,1,0.425850724011329,0
136,맛있는 두부 요리 137,맛있는 두부 요리 137,user_67,요리사54,12358,4238,931,굽기,손님접대,"두부, 양파, 마늘",국/탕,맛있는 두부 요리 137 레시피,두부 300g,2인분,중급,60분,2025-10-03,https://example.com/recipe_1000136.jpg,1000136,60,2,0.5642884178770933,0
137,맛있는 소고기 요리 138,맛있는 소고기 요리 138,user_34,요리사5,5528,4244,425,볶기,손님접대,"소고기, 양파, 마늘",샐러드,맛있는 소고기 요리 138 레시피,소고기 300g,4인분,초급,60분,2025-03-23,https://example.com/recipe_1000137.jpg,1000137,60,1,0.39502388667762656,3
138,맛있는 닭고기 요리 139,맛있는 닭고기 요리 139,user_17,요리사89,12533,104,234,찌기,손님접대,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 139 레시피,닭고기 300g,3인분,중급,60분,2025-09-18,https://example.com/recipe_1000138.jpg,1000138,60,2,0.17845947353992248,3
139,맛있는 소고기 요리 140,맛있는 소고기 요리 140,user_51,요리사17,33145,4273,219,찌기,일상,"소고기, 양파, 마늘",볶음,맛있는 소고기 요리 140 레시피,소고기 300g,2인분,초급,30분,2025-04-20,https://example.com/recipe_1000139.jpg,1000139,30,1,0.6317865751724956,2
140,맛있는 닭고기 요리 141,맛있는 닭고기 요리 141,user_35,요리사76,17222,191,531,볶기,일상,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 141 레시피,닭고기 300g,4인분,초급,60분,2025-03-07,https://example.com/recipe_1000140.jpg,1000140,60,1,0.29004488102170956,3
141,맛있는 생선 요리 142,맛있는 생선 요리 142,user_9,요리사10,27756,3209,243,찌기,손님접대,"생선, 양파, 마늘",국/탕,맛있는 생선 요리 142 레시피,생선 300g,3인분,중급,10분,2025-06-19,https://example.com/recipe_1000141.jpg,1000141,10,2,0.5188430511454976,0
142,맛있는 돼지고기 요리 143,맛있는 돼지고기 요리 143,user_18,요리사88,3087,2097,212,찌기,손님접대,"돼지고기, 양파, 마늘",일품,맛있는 돼지고기 요리 143 레시피,돼지고기 300g,3인분,고급,60분,2025-09-16,https://example.com/recipe_1000142.jpg,1000142,60,3,0.19914294181222816,4
143,맛있는 생선 요리 144,맛있는 생선 요리 144,user_63,요리사75,26109,1809,296,굽기,간편식,"생선, 양파, 마늘",샐러드,맛있는 생선 요리 144 레시피,생선 300g,2인분,고급,20분,2025-12-03,https://example.com/recipe_1000143.jpg,1000143,20,3,0.4289780600515286,3
144,맛있는 계란 요리 145,맛있는 계란 요리 145,user_37,요리사18,3499,3705,826,굽기,일상,"계란, 양파, 마늘",일품,맛있는 계란 요리 145 레시피,계란 300g,4인분,초급,30분,2025-07-09,https://example.com/recipe_1000144.jpg,1000144,30,1,0.4226672660115851,4
145,맛있는 두부 요리 146,맛있는 두부 요리 146,user_92,요리사76,17832,5000,349,찌기,간편식,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 146 레시피,두부 300g,3인분,고급,20분,2025-02-10,https://example.com/recipe_1000145.jpg,1000145,20,3,0.5482505192906729,3
