RCP_SNO,RCP_TTL,CKG_NM,RGTR_ID,RGTR_NM,INQ_CNT,RCMM_CNT,SRAP_CNT,CKG_MTH_ACTO_NM,CKG_STA_ACTO_NM,CKG_MTRL_ACTO_NM,CKG_KND_ACTO_NM,CKG_IPDC,CKG_MTRL_CN,CKG_INBUN_NM,CKG_DODF_NM,CKG_TIME_NM,FIRST_REG_DT,RCP_IMG_URL
1000100,맛있는 돼지고기 요리 101,맛있는 돼지고기 요리 101,user_79,요리사21,28452,3247,756,볶기,간편식,"돼지고기, 양파, 마늘",메인반찬,맛있는 돼지고기 요리 101 레시피,돼지고기 300g,3인분,고급,30분,2025-09-12,https://example.com/recipe_1000100.jpg
1000101,맛있는 닭고기 요리 102,맛있는 닭고기 요리 102,user_92,요리사54,27241,507,46,굽기,손님접대,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 102 레시피,닭고기 300g,3인분,중급,20분,2025-01-24,https://example.com/recipe_1000101.jpg
1000102,맛있는 두부 요리 103,맛있는 두부 요리 103,user_74,요리사70,35526,1988,962,찌기,간편식,"두부, 양파, 마늘",찌개,맛있는 두부 요리 103 레시피,두부 300g,4인분,중급,60분,2025-06-19,https://example.com/recipe_1000102.jpg
1000103,맛있는 닭고기 요리 104,맛있는 닭고기 요리 104,user_90,요리사20,11303,4453,569,찌기,일상,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 104 레시피,닭고기 300g,2인분,고급,20분,2025-06-10,https://example.com/recipe_1000103.jpg
1000104,맛있는 소고기 요리 105,맛있는 소고기 요리 105,user_64,요리사75,44224,1377,21,찌기,일상,"소고기, 양파, 마늘",찌개,맛있는 소고기 요리 105 레시피,소고기 300g,3인분,고급,10분,2025-12-11,https://example.com/recipe_1000104.jpg
1000105,맛있는 닭고기 요리 106,맛있는 닭고기 요리 106,user_50,요리사88,34597,2432,892,굽기,일상,"닭고기, 양파, 마늘",일품,맛있는 닭고기 요리 106 레시피,닭고기 300g,4인분,초급,60분,2025-01-13,https://example.com/recipe_1000105.jpg
1000106,맛있는 닭고기 요리 107,맛있는 닭고기 요리 107,user_96,요리사12,42228,4334,780,찌기,간편식,"닭고기, 양파, 마늘",찌개,맛있는 닭고기 요리 107 레시피,닭고기 300g,2인분,고급,20분,2025-09-23,https://example.com/recipe_1000106.jpg
1000107,맛있는 닭고기 요리 108,맛있는 닭고기 요리 108,user_3,요리사65,30840,650,64,굽기,일상,"닭고기, 양파, 마늘",볶음,맛있는 닭고기 요리 108 레시피,닭고기 300g,2인분,고급,30분,2025-11-01,https://example.com/recipe_1000107.jpg
1000108,맛있는 돼지고기 요리 109,맛있는 돼지고기 요리 109,user_50,요리사61,8493,4555,954,굽기,간편식,"돼지고기, 양파, 마늘",일품,맛있는 돼지고기 요리 109 레시피,돼지고기 300g,3인분,중급,30분,2025-07-19,https://example.com/recipe_1000108.jpg
1000109,맛있는 생선 요리 110,맛있는 생선 요리 110,user_76,요리사97,24732,2550,740,볶기,간편식,"생선, 양파, 마늘",일품,맛있는 생선 요리 110 레시피,생선 300g,3인분,고급,20분,2025-01-03,https://example.com/recipe_1000109.jpg
1000110,맛있는 생선 요리 111,맛있는 생선 요리 111,user_75,요리사96,43788,1900,117,굽기,손님접대,"생선, 양파, 마늘",국/탕,맛있는 생선 요리 111 레시피,생선 300g,4인분,고급,30분,2025-02-10,https://example.com/recipe_1000110.jpg
1000111,맛있는 생선 요리 112,맛있는 생선 요리 112,user_21,요리사48,15945,302,588,굽기,간편식,"생선, 양파, 마늘",일품,맛있는 생선 요리 112 레시피,생선 300g,3인분,중급,20분,2025-01-06,https://example.com/recipe_1000111.jpg
1000112,맛있는 닭고기 요리 113,맛있는 닭고기 요리 113,user_13,요리사79,2452,2132,113,찌기,일상,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 113 레시피,닭고기 300g,2인분,초급,20분,2025-10-13,https://example.com/recipe_1000112.jpg
1000113,맛있는 돼지고기 요리 114,맛있는 돼지고기 요리 114,user_76,요리사60,36126,3622,295,찌기,일상,"돼지고기, 양파, 마늘",메인반찬,맛있는 돼지고기 요리 114 레시피,돼지고기 300g,3인분,중급,30분,2025-01-03,https://example.com/recipe_1000113.jpg
1000114,맛있는 돼지고기 요리 115,맛있는 돼지고기 요리 115,user_28,요리사94,46019,4958,889,굽기,간편식,"돼지고기, 양파, 마늘",일품,맛있는 돼지고기 요리 115 레시피,돼지고기 300g,4인분,중급,60분,2025-02-01,https://example.com/recipe_1000114.jpg
1000115,맛있는 돼지고기 요리 116,맛있는 돼지고기 요리 116,user_47,요리사73,14811,533,173,굽기,일상,"돼지고기, 양파, 마늘",볶음,맛있는 돼지고기 요리 116 레시피,돼지고기 300g,4인분,중급,60분,2025-03-29,https://example.com/recipe_1000115.jpg
1000116,맛있는 계란 요리 117,맛있는 계란 요리 117,user_40,요리사42,25233,548,671,굽기,일상,"계란, 양파, 마늘",샐러드,맛있는 계란 요리 117 레시피,계란 300g,3인분,중급,10분,2025-02-12,https://example.com/recipe_1000116.jpg
1000117,맛있는 계란 요리 118,맛있는 계란 요리 118,user_13,요리사100,23788,4952,627,굽기,손님접대,"계란, 양파, 마늘",국/탕,맛있는 계란 요리 118 레시피,계란 300g,4인분,중급,60분,2025-02-02,https://example.com/recipe_1000117.jpg
1000118,맛있는 계란 요리 119,맛있는 계란 요리 119,user_30,요리사67,33382,3302,887,볶기,간편식,"계란, 양파, 마늘",일품,맛있는 계란 요리 119 레시피,계란 300g,2인분,중급,10분,2025-08-20,https://example.com/recipe_1000118.jpg
1000119,맛있는 닭고기 요리 120,맛있는 닭고기 요리 120,user_60,요리사12,46271,2897,965,찌기,손님접대,"닭고기, 양파, 마늘",일품,맛있는 닭고기 요리 120 레시피,닭고기 300g,4인분,중급,10분,2025-07-14,https://example.com/recipe_1000119.jpg
1000120,맛있는 닭고기 요리 121,맛있는 닭고기 요리 121,user_48,요리사36,35141,4176,156,찌기,간편식,"닭고기, 양파, 마늘",일품,맛있는 닭고기 요리 121 레시피,닭고기 300g,4인분,중급,30분,2025-12-11,https://example.com/recipe_1000120.jpg
1000121,맛있는 돼지고기 요리 122,맛있는 돼지고기 요리 122,user_68,요리사23,26912,1546,378,볶기,손님접대,"돼지고기, 양파, 마늘",찌개,맛있는 돼지고기 요리 122 레시피,돼지고기 300g,4인분,고급,10분,2025-02-09,https://example.com/recipe_1000121.jpg
1000122,맛있는 닭고기 요리 123,맛있는 닭고기 요리 123,user_39,요리사5,46299,275,274,볶기,일상,"닭고기, 양파, 마늘",볶음,맛있는 닭고기 요리 123 레시피,닭고기 300g,2인분,고급,20분,2025-09-22,https://example.com/recipe_1000122.jpg
1000123,맛있는 계란 요리 124,맛있는 계란 요리 124,user_38,요리사16,12258,1124,73,볶기,간편식,"계란, 양파, 마늘",볶음,맛있는 계란 요리 124 레시피,계란 300g,4인분,고급,10분,2025-08-05,https://example.com/recipe_1000123.jpg
1000124,맛있는 두부 요리 125,맛있는 두부 요리 125,user_43,요리사21,15711,4111,722,굽기,손님접대,"두부, 양파, 마늘",일품,맛있는 두부 요리 125 레시피,두부 300g,3인분,중급,20분,2025-04-23,https://example.com/recipe_1000124.jpg
1000125,맛있는 돼지고기 요리 126,맛있는 돼지고기 요리 126,user_80,요리사15,307,3928,799,굽기,손님접대,"돼지고기, 양파, 마늘",메인반찬,맛있는 돼지고기 요리 126 레시피,돼지고기 300g,2인분,고급,10분,2025-08-20,https://example.com/recipe_1000125.jpg
1000126,맛있는 계란 요리 127,맛있는 계란 요리 127,user_94,요리사53,3460,2611,481,찌기,일상,"계란, 양파, 마늘",볶음,맛있는 계란 요리 127 레시피,계란 300g,4인분,고급,10분,2025-07-10,https://example.com/recipe_1000126.jpg
1000127,맛있는 돼지고기 요리 128,맛있는 돼지고기 요리 128,user_7,요리사96,13845,4485,154,찌기,손님접대,"돼지고기, 양파, 마늘",국/탕,맛있는 돼지고기 요리 128 레시피,돼지고기 300g,2인분,중급,10분,2025-03-10,https://example.com/recipe_1000127.jpg
1000128,맛있는 두부 요리 129,맛있는 두부 요리 129,user_6,요리사68,19271,2907,915,볶기,간편식,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 129 레시피,두부 300g,3인분,중급,30분,2025-09-03,https://example.com/recipe_1000128.jpg
1000129,맛있는 돼지고기 요리 130,맛있는 돼지고기 요리 130,user_39,요리사38,14409,3571,548,볶기,간편식,"돼지고기, 양파, 마늘",샐러드,맛있는 돼지고기 요리 130 레시피,돼지고기 300g,2인분,초급,30분,2025-08-27,https://example.com/recipe_1000129.jpg
1000130,맛있는 소고기 요리 131,맛있는 소고기 요리 131,user_88,요리사17,3685,785,100,찌기,간편식,"소고기, 양파, 마늘",국/탕,맛있는 소고기 요리 131 레시피,소고기 300g,4인분,초급,30분,2025-07-13,https://example.com/recipe_1000130.jpg
1000131,맛있는 계란 요리 132,맛있는 계란 요리 132,user_23,요리사71,36740,3458,85,굽기,간편식,"계란, 양파, 마늘",찌개,맛있는 계란 요리 132 레시피,계란 300g,3인분,중급,10분,2025-11-10,https://example.com/recipe_1000131.jpg
1000132,맛있는 두부 요리 133,맛있는 두부 요리 133,user_25,요리사19,12070,3500,174,굽기,간편식,"두부, 양파, 마늘",일품,맛있는 두부 요리 133 레시피,두부 300g,4인분,고급,30분,2025-01-31,https://example.com/recipe_1000132.jpg
1000133,맛있는 생선 요리 134,맛있는 생선 요리 134,user_96,요리사97,8360,4115,838,찌기,손님접대,"생선, 양파, 마늘",샐러드,맛있는 생선 요리 134 레시피,생선 300g,2인분,고급,20분,2025-07-17,https://example.com/recipe_1000133.jpg
1000134,맛있는 돼지고기 요리 135,맛있는 돼지고기 요리 135,user_69,요리사79,26252,2627,856,찌기,손님접대,"돼지고기, 양파, 마늘",국/탕,맛있는 돼지고기 요리 135 레시피,돼지고기 300g,3인분,고급,60분,2025-10-04,https://example.com/recipe_1000134.jpg
1000135,맛있는 소고기 요리 136,맛있는 소고기 요리 136,user_92,요리사54,11900,4276,251,굽기,손님접대,"소고기, 양파, 마늘",국/탕,맛있는 소고기 요리 136 레시피,소고기 300g,3인분,초급,10분,2025-10-20,https://example.com/recipe_1000135.jpg
1000136,맛있는 두부 요리 137,맛있는 두부 요리 137,user_67,요리사54,12358,4238,931,굽기,손님접대,"두부, 양파, 마늘",국/탕,맛있는 두부 요리 137 레시피,두부 300g,2인분,중급,60분,2025-10-03,https://example.com/recipe_1000136.jpg
1000137,맛있는 소고기 요리 138,맛있는 소고기 요리 138,user_34,요리사5,5528,4244,425,볶기,손님접대,"소고기, 양파, 마늘",샐러드,맛있는 소고기 요리 138 레시피,소고기 300g,4인분,초급,60분,2025-03-23,https://example.com/recipe_1000137.jpg
1000138,맛있는 닭고기 요리 139,맛있는 닭고기 요리 139,user_17,요리사89,12533,104,234,찌기,손님접대,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 139 레시피,닭고기 300g,3인분,중급,60분,2025-09-18,https://example.com/recipe_1000138.jpg
1000139,맛있는 소고기 요리 140,맛있는 소고기 요리 140,user_51,요리사17,33145,4273,219,찌기,일상,"소고기, 양파, 마늘",볶음,맛있는 소고기 요리 140 레시피,소고기 300g,2인분,초급,30분,2025-04-20,https://example.com/recipe_1000139.jpg
1000140,맛있는 닭고기 요리 141,맛있는 닭고기 요리 141,user_35,요리사76,17222,191,531,볶기,일상,"닭고기, 양파, 마늘",샐러드,맛있는 닭고기 요리 141 레시피,닭고기 300g,4인분,초급,60분,2025-03-07,https://example.com/recipe_1000140.jpg
1000141,맛있는 생선 요리 142,맛있는 생선 요리 142,user_9,요리사10,27756,3209,243,찌기,손님접대,"생선, 양파, 마늘",국/탕,맛있는 생선 요리 142 레시피,생선 300g,3인분,중급,10분,2025-06-19,https://example.com/recipe_1000141.jpg
1000142,맛있는 돼지고기 요리 143,맛있는 돼지고기 요리 143,user_18,요리사88,3087,2097,212,찌기,손님접대,"돼지고기, 양파, 마늘",일품,맛있는 돼지고기 요리 143 레시피,돼지고기 300g,3인분,고급,60분,2025-09-16,https://example.com/recipe_1000142.jpg
1000143,맛있는 생선 요리 144,맛있는 생선 요리 144,user_63,요리사75,26109,1809,296,굽기,간편식,"생선, 양파, 마늘",샐러드,맛있는 생선 요리 144 레시피,생선 300g,2인분,고급,20분,2025-12-03,https://example.com/recipe_1000143.jpg
1000144,맛있는 계란 요리 145,맛있는 계란 요리 145,user_37,요리사18,3499,3705,826,굽기,일상,"계란, 양파, 마늘",일품,맛있는 계란 요리 145 레시피,계란 300g,4인분,초급,30분,2025-07-09,https://example.com/recipe_1000144.jpg
1000145,맛있는 두부 요리 146,맛있는 두부 요리 146,user_92,요리사76,17832,5000,349,찌기,간편식,"두부, 양파, 마늘",샐러드,맛있는 두부 요리 146 레시피,두부 300g,3인분,고급,20분,2025-02-10,https://example.com/recipe_1000145.jpg
1000146,맛있는 계란 요리 147,맛있는 계란 요리 147,user_20,요리사98,18668,2498,42,찌기,손님접대,"계란, 양파, 마늘",메인반찬,맛있는 계란 요리 147 레시피,계란 300g,2인분,고급,60분,2025-11-03,https://example.com/recipe_1000146.jpg
1000147,맛있는 닭고기 요리 148,맛있는 닭고기 요리 148,user_97,요리사54,10764,4631,271,볶기,손님접대,"닭고기, 양파, 마늘",국/탕,맛있는 닭고기 요리 148 레시피,닭고기 300g,4인분,중급,60분,2025-09-24,https://example.com/recipe_1000147.jpg
1000148,맛있는 계란 요리 149,맛있는 계란 요리 149,user_33,요리사50,21118,2404,681,찌기,손님접대,"계란, 양파, 마늘",볶음,맛있는 계란 요리 149 레시피,계란 300g,2인분,고급,30분,2025-07-24,https://example.com/recipe_1000148.jpg
1000149,맛있는 두부 요리 150,맛있는 두부 요리 150,user_81,요리사55,24715,4624,530,찌기,손님접대,"두부, 양파, 마늘",국/탕,맛있는 두부 요리 150 레시피,두부 300g,2인분,초급,60분,2025-03-06,https://example.com/recipe_1000149.jpg
1000150,맛있는 돼지고기 요리 151,맛있는 돼지고기 요리 151,user_71,요리사22,20556,3557,384,찌기,일상,"돼지고기, 양파, 마늘",일품,맛있는 돼지고기 요리 151 레시피,돼지고기 300g,3인분,중급,20분,2025-05-22,https://example.com/recipe_1000150.jpg
1000151,맛있는 두부 요리 152,맛있는 두부 요리 152,user_9,요리사100,5255,2195,329,굽기,손님접대,"두부, 양파, 마늘",메인반찬,맛있는 두부 요리 152 레시피,두부 300g,3인분,고급,60분,2025-12-07,https://example.com/recipe_1000151.jpg
1000152,맛있는 닭고기 요리 153,맛있는 닭고기 요리 153,user_91,요리사52,39599,1433,70,볶기,일상,"닭고기, 양파, 마늘",국/탕,맛있는 닭고기 요리 153 레시피,닭고기 300g,4인분,중급,20분,2025-08-13,https://example.com/recipe_1000152.jpg
1000153,맛있는 소고기 요리 154,맛있는 소고기 요리 154,user_66,요리사40,4921,4800,647,찌기,손님접대,"소고기, 양파, 마늘",메인반찬,맛있는 소고기 요리 154 레시피,소고기 300g,3인분,중급,20분,2025-12-05,https://example.com/recipe_1000153.jpg
1000154,맛있는 계란 요리 155,맛있는 계란 요리 155,user_14,요리사27,22248,1532,638,굽기,손님접대,"계란, 양파, 마늘",볶음,맛있는 계란 요리 155 레시피,계란 300g,4인분,초급,10분,2025-05-18,https://example.com/recipe_1000154.jpg
1000155,맛있는 계란 요리 156,맛있는 계란 요리 156,user_73,요리사59,23761,2885,854,볶기,손님접대,"계란, 양파, 마늘",샐러드,맛있는 계란 요리 156 레시피,계란 300g,4인분,중급,30분,2025-09-21,https://example.com/recipe_1000155.jpg
1000156,맛있는 두부 요리 157,맛있는 두부 요리 157,user_72,요리사91,14218,555,820,볶기,손님접대,"두부, 양파, 마늘",일품,맛있는 두부 요리 157 레시피,두부 300g,2인분,초급,10분,2025-11-14,https://example.com/recipe_1000156.jpg
1000157,맛있는 계란 요리 158,맛있는 계란 요리 158,user_33,요리사21,44328,541,947,볶기,손님접대,"계란, 양파, 마늘",볶음,맛있는 계란 요리 158 레시피,계란 300g,2인분,고급,10분,2025-11-03,https://example.com/recipe_1000157.jpg
1000158,맛있는 계란 요리 159,맛있는 계란 요리 159,user_41,요리사56,20627,4324,568,볶기,손님접대,"계란, 양파, 마늘",메인반찬,맛있는 계란 요리 159 레시피,계란 300g,3인분,고급,30분,2025-01-29,https://example.com/recipe_1000158.jpg
1000159,맛있는 돼지고기 요리 160,맛있는 돼지고기 요리 160,user_1,요리사37,10069,2612,806,찌기,간편식,"돼지고기, 양파, 마늘",볶음,맛있는 돼지고기 요리 160 레시피,돼지고기 300g,4인분,초급,20분,2025-02-11,https://example.com/recipe_1000159.jpg
1000160,맛있는 돼지고기 요리 161,맛있는 돼지고기 요리 161,user_55,요리사71,41149,618,833,찌기,간편식,"돼지고기, 양파, 마늘",찌개,맛있는 돼지고기 요리 161 레시피,돼지고기 300g,2인분,중급,20분,2025-07-01,https://example.com/recipe_1000160.jpg
1000161,맛있는 생선 요리 162,맛있는 생선 요리 162,user_32,요리사26,35629,1099,395,굽기,손님접대,"생선, 양파, 마늘",국/탕,맛있는 생선 요리 162 레시피,생선 300g,2인분,고급,30분,2025-11-30,https://example.com/recipe_1000161.jpg
